Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
MSI,Laptop MSI Prestige 15 A11SC i7 1185G7/16GB/512GB/4GB GTX1650 Max-Q/Túi/Chu?t/Win10 (052VN),15.6,Intel Core i7,16GB,SSD: 512GB,29990000,28990000,https://www.thegioididong.com/laptop/msi-prestige-15-a11sc-i7-052vn?src=osp,TheGioiDiDong
Lenovo,Laptop Lenovo Gaming Legion 5 15ACH6 R5 5600H/8GB/512GB/4GB RTX3050/165Hz/Win11 (82JW00KLVN),15.6,AMD Ryzen 5,8GB,SSD: 512GB,28990000,28990000,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15ach6-r5-82jw00klvn?src=osp,TheGioiDiDong
Lenovo,Laptop Lenovo YOGA Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win10 (82EV0016VN),13.3,Intel Core i5,16GB,SSD: 512GB,28990000,28990000,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82ev0016vn?src=osp,TheGioiDiDong
Lenovo,Laptop Lenovo Yoga Slim 7 14ITL05 i7 1165G7/8GB/512GB/Win11 (82A300LDVN),14,Intel Core i7,8GB,SSD: 512GB,28990000,28990000,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-14itl05-i7-82a300ldvn?src=osp,TheGioiDiDong
Asus,Laptop Asus ZenBook UX325EA i7 1165G7/16GB/512GB/Cáp/Túi/Win11 (KG658W),13.3,Intel Core i7,16GB,SSD: 512GB,29990000,28990000,https://www.thegioididong.com/laptop/asus-zenbook-ux325ea-i7-kg658w?src=osp,TheGioiDiDong
Acer,Laptop Acer Nitro 5 Gaming AN515 45 R86D R7 5800H/8GB/512GB/6GB RTX3060/144Hz/Win11 (NH.QBCSV.005),15.6,AMD Ryzen 7,8GB,SSD: 512GB,33990000,28890000,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-45-r86d-r7-nhqbcsv005?src=osp,TheGioiDiDong
Asus,Laptop Asus VivoBook Pro 14x OLED M7400QC R5 5600H/16GB/512GB/4GB RTX3050/90Hz/Win11 (KM013W),14,AMD Ryzen 5,16GB,SSD: 512GB,28990000,28490000,https://www.thegioididong.com/laptop/asus-vivobook-pro-14x-oled-m7400qc-r5-km013w?src=osp,TheGioiDiDong
HP,Laptop HP Envy x360 13 bd0528TU i7 1165G7/8GB/512GB/Touch/Pen/Win11 (4Y0Y3PA),13.3,Intel Core i5,8GB,SSD: 512GB,29990000,28490000,https://www.thegioididong.com/laptop/hp-envy-x360-13-bd0528tu-i7-4y0y3pa?src=osp,TheGioiDiDong
Asus,Laptop Asus ExpertBook B9400CEA i5 1135G7/8GB/512GB/Cáp/Túi/Win11 (KC1013W),14,Intel Core i5,8GB,SSD: 512GB,30490000,27990000,https://www.thegioididong.com/laptop/asus-expertbook-b9400cea-i5-kc1013w?src=osp,TheGioiDiDong
Gigabyte,Laptop Gigabyte Gaming G5 i5 10500H/16GB/512GB/6GB RTX3060/144Hz/Win11 (KC-5S11130SB),15.6,Intel Core i5,16GB,SSD: 512GB,29990000,27990000,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-kc5s11130sb?src=osp,TheGioiDiDong
Intel,Laptop Intel NUC M15 Kit i7 1165G7/16GB/512GB/Touch/Win10 (BBC710BCUXBC1),15.6,Intel Core i7,16GB,SSD: 512GB,37990000,27990000,https://www.thegioididong.com/laptop/intel-nuc-m15-i7-bbc710bcuxbc1?src=osp,TheGioiDiDong
Asus,Laptop Asus ZenBook UX425E i7 1165G7/16GB/512GB/Cáp/Túi/Win11 (KI843W),14,Intel Core i7,16GB,SSD: 512GB,28990000,27990000,https://www.thegioididong.com/laptop/asus-zenbook-ux425e-i7-ki843w?src=osp,TheGioiDiDong
Lenovo,Laptop Lenovo Yoga Slim 7 14ITL05 i7 1165G7/8GB/512GB/Win10 (82A300DQVN),14,Intel Core i7,8GB,SSD: 512GB,27990000,27990000,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-14itl05-i7-82a300dqvn?src=osp,TheGioiDiDong
HP,Laptop HP Envy 13 ba1535TU i7 1165G7/8GB/512GB/Win11 (4U6M4PA),13.3,Intel Core i7,8GB,SSD: 512GB,29390000,27890000,https://www.thegioididong.com/laptop/hp-envy-13-ba1535tu-i7-4u6m4pa?src=osp,TheGioiDiDong
